Year since Katrina,Affected by Katrina,Rural-urban Continuum Code ,Urban Influence Code,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher,Personal income (thousands of dollars), Net earnings by place of residence, Personal current transfer receipts,  Income maintenance benefits,  Unemployment insurance compensation,  Retirement and other," Dividends, interest, and rent", Population (persons), Per capita personal income, Per capita net earnings, Per capita personal current transfer receipts,  Per capita income maintenance benefits,  Per capita unemployment insurance compensation,  Per capita retirement and other," Per capita dividends, interest, and rent", Earnings by place of work,  Wages and salaries,  Supplements to wages and salaries,   Employer contributions for employee pension and insurance funds,   Employer contributions for government social insurance,  Proprietors' income,   Farm proprietors' income,   Nonfarm proprietors' income,Total employment (number of jobs), Wage and salary employment, Proprietors employment,  Farm proprietors employment,  Nonfarm proprietors employment,Average earnings per job (dollars), Average wages and salaries, Average nonfarm proprietors' income,Patent Grants
0,1,7,10,41.6,30.6,16.9,10.9,254708,141625,83637,17508,1170,64959,29446,11973,21274,11829,6985,1462,98,5425,2459,150027,85246,23868,17479,6389,40913,22740,18173,4750,3445,1305,513,792,31585,24745,22946,0
0,1,3,2,25.2,30.2,32.2,12.4,403229,245886,109198,15983,1178,92037,48145,15189,26547,16188,7189,1052,78,6059,3170,174794,117086,30895,22285,8610,26813,-11,26824,6107,4440,1667,283,1384,28622,26371,19382,0
0,1,9,10,33,34,22.5,10.4,323506,179501,106168,18525,1238,86405,37837,15081,21451,11902,7040,1228,82,5729,2509,141617,78781,21385,15445,5940,41451,21468,19983,5011,3330,1681,640,1041,28261,23658,19196,0
0,1,9,8,31.2,36.8,22.3,9.6,402360,235894,119673,14574,1250,103849,46793,16905,23801,13954,7079,862,74,6143,2768,125335,78759,22053,16210,5843,24523,6858,17665,4708,3230,1478,329,1149,26622,24384,15374,0
0,1,9,8,33.3,34.5,22.4,9.8,420652,263182,110352,16970,1302,92080,47118,17496,24043,15042,6307,970,74,5263,2693,206768,125858,33316,24056,9260,47594,26671,20923,6114,4532,1582,446,1136,33819,27771,18418,0
0,1,7,10,45.6,24.2,19.2,10.9,333080,199263,86832,17287,1336,68209,46985,15348,21702,12983,5658,1126,87,4444,3061,154930,80736,21512,15318,6194,52682,39314,13368,4516,3443,1073,387,686,34307,23449,19487,2
0,1,8,6,32.8,31.9,23.9,11.4,471758,302041,120089,18414,1353,100322,49628,19480,24218,15505,6165,945,69,5150,2548,269567,147868,39566,28497,11069,82133,42343,39790,7990,5893,2097,518,1579,33738,25092,25199,1
0,1,7,9,31.8,33.3,21,13.8,460941,269480,124258,16334,1369,106555,67203,19583,23538,13761,6345,834,70,5441,3432,256258,178266,43801,30373,13428,34191,10426,23765,7858,6001,1857,473,1384,32611,29706,17171,0
0,1,7,9,27.1,33.4,27.4,12.1,527360,318941,147724,16497,1399,129828,60695,21611,24402,14758,6836,763,65,6007,2809,282122,175995,48346,35138,13208,57781,32224,25557,8903,7004,1899,608,1291,31688,25128,19796,3
0,1,6,6,35.9,31.8,20.7,11.6,491922,311242,128747,16782,1433,110532,51933,22869,21510,13610,5630,734,63,4833,2271,285457,152822,42353,30520,11833,90282,63885,26397,8591,6577,2014,651,1363,33227,23236,19367,0
0,1,6,6,36.6,29.8,21.9,11.6,431622,251557,120935,15419,1444,104072,59130,19265,22404,13058,6277,800,75,5402,3069,235089,146264,39921,28697,11224,48904,5257,43647,7719,5943,1776,480,1296,30456,24611,33678,1
0,1,7,9,35.3,34.8,20.4,9.5,489597,296648,127260,20800,1479,104981,65689,21021,23291,14112,6054,989,70,4994,3125,283601,169406,44325,31770,12555,69870,43789,26081,8047,6254,1793,471,1322,35243,27088,19728,0
0,1,7,9,34.5,35.9,20.6,9,495171,300217,137969,14048,1491,122430,56985,21536,22993,13940,6406,652,69,5685,2646,307486,218052,56152,38862,17290,33282,2628,30654,10416,7981,2435,625,1810,29521,27321,16936,1
0,1,8,6,35.4,36,20,8.7,411155,225112,128838,9404,1637,117797,57205,19232,21379,11705,6699,489,85,6125,2974,223712,158756,42847,30489,12358,22109,2203,19906,7595,6081,1514,317,1197,29455,26107,16630,0
0,1,2,2,31.2,35.3,22.6,10.9,710058,440117,194111,22457,1651,170003,75830,27633,25696,15927,7025,813,60,6152,2744,332822,180214,48348,34656,13692,104260,63829,40431,10805,8176,2629,628,2001,30803,22042,20205,0
0,1,7,8,36.2,27.6,22.7,13.5,588484,355209,148828,18453,1723,128652,84447,22173,26541,16020,6712,832,78,5802,3809,467787,330968,84622,59905,24717,52197,5462,46735,14043,11812,2231,306,1925,33311,28020,24278,2
0,1,3,2,30.2,38.7,21.9,9.1,518280,347565,118779,17195,1725,99859,51936,20699,25039,16791,5738,831,83,4824,2509,192784,133669,35506,25521,9985,23609,2595,21014,7287,5081,2206,513,1693,26456,26308,12412,0
0,1,7,9,31.5,33.7,21.5,13.2,619329,385495,139837,13242,1741,124854,93997,26569,23310,14509,5263,498,66,4699,3538,366744,248694,62686,43546,19140,55364,9323,46041,12497,9341,3156,689,2467,29347,26624,18663,1
0,1,7,9,40.6,30.4,19.5,9.5,426344,254503,111582,14192,1769,95621,60259,18369,23210,13855,6074,773,96,5206,3280,267887,175936,45709,31196,14513,46242,12708,33534,8901,6754,2147,557,1590,30096,26049,21091,0
0,1,7,8,33.3,33.8,21.5,11.4,680713,467357,140054,13517,1807,124730,73302,28567,23829,16360,4903,473,63,4366,2566,490740,343058,83396,55870,27526,64286,6549,57737,15629,12465,3164,780,2384,31399,27522,24219,0
0,1,1,1,28.3,32.5,26.8,12.3,692782,476890,137576,15738,1828,120010,78316,26968,25689,17684,5101,584,68,4450,2904,275862,175358,45710,32501,13209,54794,11011,43783,9650,6653,2997,564,2433,28587,26358,17995,1
0,1,6,6,40.3,26.7,21.9,11.2,397335,194201,158478,33642,1883,122953,44656,20052,19815,9685,7903,1678,94,6132,2227,180222,116096,31516,22834,8682,32610,16264,16346,6309,4640,1669,468,1201,28566,25021,13610,0
0,1,6,6,33.5,33.4,21.6,11.5,578769,307226,184677,29108,1933,153636,86866,25706,22515,11952,7184,1132,75,5977,3379,332171,219247,54676,38307,16369,58248,21302,36946,11100,8610,2490,527,1963,29925,25464,18821,1
0,1,7,9,32.3,31.7,24.6,11.4,852051,554448,182195,21382,2003,158810,115408,29364,29017,18882,6205,728,68,5408,3930,679086,429387,105751,73999,31752,143948,69786,74162,18313,15766,2547,635,1912,37082,27235,38788,0
0,1,7,9,31.4,31.7,22.3,14.6,540735,321450,123231,18537,2063,102631,96054,21245,25452,15131,5800,873,97,4831,4521,342538,225634,57201,39545,17656,59703,24450,35253,9829,7861,1968,437,1531,34850,28703,23026,0
0,1,7,8,34.1,31.5,25.6,8.8,567224,362046,140002,10370,2195,127437,65176,23254,24393,15569,6021,446,94,5480,2803,245516,167618,43421,30651,12770,34477,11202,23275,7760,6170,1590,441,1149,31639,27167,20257,1
0,1,7,9,35.1,31.3,23.6,9.9,546096,330702,144542,13004,2205,129333,70852,25608,21325,12914,5644,508,86,5050,2767,305779,222841,59051,42457,16594,23887,4261,19626,9971,8507,1464,507,957,30667,26195,20508,0
0,1,6,5,35,31,22.2,11.8,635109,361190,169049,30447,2248,136354,104870,28107,22596,12851,6014,1083,80,4851,3731,324377,197926,53778,39575,14203,72673,38085,34588,9117,6750,2367,526,1841,35579,29322,18788,0
0,1,2,2,30.7,30.2,27.6,11.6,658232,405439,179946,28962,2274,148710,72847,29134,22593,13916,6176,994,78,5104,2500,326204,219262,63633,47111,16522,43309,13916,29393,11619,8914,2705,584,2121,28075,24597,13858,1
0,1,6,5,28,31.6,28,12.4,903488,578617,215155,24921,2443,187791,109716,33748,26772,17145,6375,738,72,5565,3251,576357,381090,92275,64262,28013,102992,22208,80784,16797,13404,3393,615,2778,34313,28431,29080,1
0,1,6,3,21.5,22.7,24.7,31.1,1208412,747894,192510,14778,2487,175245,268008,42526,28416,17587,4527,348,58,4121,6302,847675,583692,157443,114893,42550,106540,4915,101625,25072,19990,5082,456,4626,33810,29199,21968,4
0,1,7,8,31.9,34.8,21.5,11.7,831827,479493,238019,21222,2570,214227,114315,35688,23308,13436,6669,595,72,6003,3203,568719,413393,103435,72058,31377,51891,2644,49247,17419,14614,2805,481,2324,32649,28287,21191,0
0,1,5,8,40.7,25.6,21.7,12,643687,368248,185224,39139,2575,143510,90215,31724,20290,11608,5839,1234,81,4524,2844,422783,268978,75367,55005,20362,78438,51707,26731,12960,11395,1565,289,1276,32622,23605,20949,0
0,1,5,8,37.8,21.5,24.5,16.2,693846,370515,220160,40509,2654,176997,103171,27875,24891,13292,7898,1453,95,6350,3701,437251,296826,69672,48059,21613,70753,49223,21530,12191,10448,1743,204,1539,35867,28410,13990,0
0,1,3,2,17,27,29.2,26.8,1216539,835282,209142,27513,2688,178941,172115,46684,26059,17892,4480,589,58,3833,3687,628109,396919,99907,70612,29295,131283,13948,117335,22427,15883,6544,462,6082,28007,24990,19292,1
0,1,5,8,20,21.7,23.4,34.8,1076092,674607,182802,25144,2756,154902,218683,43985,24465,15337,4156,572,63,3522,4972,783466,557997,157088,115721,41367,68381,3602,64779,24718,21186,3532,409,3123,31696,26338,20743,6
0,1,5,8,26.6,31.7,24.2,17.5,814533,432080,234921,32383,2820,199718,147532,32674,24929,13224,7190,991,86,6112,4515,512254,359564,85684,58380,27304,67006,4042,62964,16409,13132,3277,218,3059,31218,27381,20583,0
0,1,6,4,36.5,29.5,23.1,10.8,779619,475482,198567,31833,2934,163800,105570,34684,22478,13709,5725,918,85,4723,3044,485859,312915,85769,62127,23642,87175,24862,62313,14993,11710,3283,647,2636,32406,26722,23639,1
0,1,1,1,39,32.5,19.4,9,814733,550212,186300,29854,3000,153446,78221,36052,22599,15262,5168,828,83,4256,2170,300120,187752,49767,35422,14345,62601,6726,55875,11319,7310,4009,539,3470,26515,25684,16102,5
0,1,5,8,38.1,25.7,20.4,15.9,860390,460267,238247,42551,3121,192575,161876,34178,25174,13467,6971,1245,91,5634,4736,682304,459846,124289,90087,34202,98169,42801,55368,19239,16957,2282,234,2048,35465,27118,27035,0
0,1,7,9,34.5,32.4,22.2,10.9,915632,576347,219045,23790,3131,192124,120240,37464,24440,15384,5847,635,84,5128,3209,536707,362652,98352,70318,28034,75703,17065,58638,15286,12120,3166,631,2535,35111,29922,23131,2
0,1,7,8,29.7,32,25.7,12.5,922419,517131,280832,43969,3152,233711,124456,38905,23710,13292,7218,1130,81,6007,3199,610432,419785,111509,80100,31409,79138,9878,69260,20932,16584,4348,513,3835,29163,25313,18060,0
0,1,5,8,34.7,24.3,22.1,18.8,870408,507101,241669,48136,3248,190285,121638,36305,23975,13968,6657,1326,89,5241,3350,528572,356419,95043,68862,26181,77110,46855,30255,15998,13538,2460,359,2101,33040,26327,14400,1
0,1,4,5,23,26.5,29.7,20.8,1512194,981455,278571,39745,3815,235011,252168,48836,30965,20097,5704,814,78,4812,5164,1172636,849561,221359,156963,64396,101716,15260,86456,29702,25543,4159,232,3927,39480,33260,22016,5
0,1,4,5,26.1,32.2,27.6,14,1808624,1054743,489386,53193,3941,432252,264495,65871,27457,16012,7429,808,60,6562,4015,1339356,941081,250006,181168,68838,148269,50390,97879,36937,31188,5749,929,4820,36261,30174,20307,1
0,1,6,3,25.4,31.2,29.5,13.9,1271560,759716,342830,50858,4373,287599,169014,50990,24937,14899,6723,997,86,5640,3315,453589,277708,75500,55057,20443,100381,2923,97458,17074,10917,6157,766,5391,26566,25438,18078,0
0,1,5,8,24.5,29.8,25.2,20.5,1580728,987828,306646,43572,4441,258633,286254,59237,26685,16676,5177,736,75,4366,4832,1203151,884048,229853,162240,67613,89250,16673,72577,33193,28127,5066,423,4643,36247,31431,15631,3
0,1,3,2,22.1,29.3,31.3,17.3,1272801,647897,437387,109584,5008,322795,187517,47715,26675,13578,9167,2297,105,6765,3930,784651,574588,146015,102422,43593,64048,251,63797,18149,14516,3633,252,3381,43234,39583,18869,2
0,1,3,2,20.7,27.9,28.6,22.8,1966955,1180658,450059,65021,5096,379942,336238,72043,27303,16388,6247,903,71,5274,4667,1735823,1236369,318104,228160,89944,181350,7792,173558,46335,40844,5491,360,5131,37462,30271,33825,6
0,1,5,8,25.1,28.1,30.6,16.2,2139744,1309922,486194,62392,5532,418270,343628,78082,27404,16776,6227,799,71,5357,4401,1703338,1237415,320256,225169,95087,145667,2142,143525,46385,40777,5608,388,5220,36722,30346,27495,4
0,1,5,8,33.5,28.7,21.4,16.4,1363270,792098,366693,79246,6025,281422,204479,55872,24400,14177,6563,1418,108,5037,3660,912405,625930,160608,113590,47018,125867,56434,69433,26156,22364,3792,269,3523,34883,27988,19708,3
0,1,1,1,18.4,34.1,33.2,14.3,4054175,3164791,475670,45346,6809,423515,413714,136915,29611,23115,3474,331,50,3093,3022,1923357,1301185,303399,205687,97712,318773,5867,312906,58962,44416,14546,481,14065,32620,29295,22247,6
0,1,5,8,25.3,28.2,28.4,18.1,2313159,1579943,397761,43494,7170,347097,335455,78529,29456,20119,5065,554,91,4420,4272,2372269,1763455,409391,278873,130518,199423,8729,190694,62075,54274,7801,528,7273,38216,32492,26219,10
0,1,2,2,18.2,27.4,30.6,23.8,4177315,2984469,602548,49742,7342,545464,590298,130354,32046,22895,4622,382,56,4184,4528,2652310,1876694,433821,296960,136861,341795,37948,303847,73009,58497,14512,694,13818,36329,32082,21989,11
0,1,3,2,19,32.1,32.4,16.5,3936022,2499251,930063,187479,13769,728815,506708,137913,28540,18122,6744,1359,100,5285,3674,2677484,1933696,566593,420934,145659,177195,1210,175985,63173,53606,9567,438,9129,42383,36072,19278,3
0,1,2,2,19.6,21.9,31.3,27.2,7579019,4787895,1328891,220269,18716,1089906,1462233,247370,30638,19355,5372,890,76,4406,5911,7222661,5146852,1238136,866459,371677,837673,10317,827356,169959,144438,25521,969,24552,42496,35634,33698,9
0,1,3,2,19.7,28.4,33.5,18.4,5696040,3262620,1474574,321718,22248,1130608,958846,197784,28799,16496,7455,1627,112,5716,4848,4600431,3414595,896024,632376,263648,289812,-1388,291200,117826,103307,14519,337,14182,39044,33053,20533,12
1,1,3,2,35.2,34.9,19.4,10.5,238568,126791,69781,12967,492,56322,41996,9361,25485,13545,7454,1385,53,6017,4486,112669,69441,22628,17612,5016,20600,13966,6634,3393,2506,887,253,634,33206,27710,10464,0
1,1,9,10,35,34.7,20.6,9.6,331906,179676,111817,12436,784,98597,40413,14431,23000,12451,7748,862,54,6832,2800,247406,188548,41172,28710,12462,17686,-86,17772,5661,4519,1142,211,931,43704,41723,19089,0
1,1,8,6,37.6,30.4,22,10,248017,126737,92094,18906,796,72392,29186,10677,23229,11870,8625,1771,75,6780,2734,118058,64414,18373,13454,4919,35271,16945,18326,3860,2801,1059,297,762,30585,22997,24050,0
1,1,8,7,40.5,30.3,19.2,10.1,264065,129602,100150,22010,798,77342,34313,12221,21607,10605,8195,1801,65,6329,2808,182165,119543,30216,21664,8552,32406,12527,19879,5070,3612,1458,281,1177,35930,33096,16890,0
1,1,9,10,34.9,37.5,19.8,7.8,344015,193885,106950,9386,815,96749,43180,14816,23219,13086,7219,634,55,6530,2914,176221,125471,32163,22828,9335,18587,5064,13523,6085,4286,1799,345,1454,28960,29275,9301,0
1,1,8,6,35.2,31.1,21.2,12.4,309713,165875,108220,19247,851,88122,35618,14059,22030,11798,7698,1369,61,6268,2533,165349,117485,31371,22727,8644,16493,11103,5390,5720,4181,1539,338,1201,28907,28100,4488,0
1,1,1,1,36.8,35.7,20.4,7.1,502442,330041,122439,13640,958,107841,49962,22099,22736,14935,5540,617,43,4880,2261,189808,132609,34494,24636,9858,22705,3003,19702,6336,4621,1715,163,1552,29957,28697,12695,0
1,1,3,2,34.8,35.9,21.2,8.1,420102,261667,108523,17610,979,89934,49912,16427,25574,15929,6606,1072,60,5475,3038,179445,108495,28732,20651,8081,42218,28187,14031,5487,3971,1516,359,1157,32704,27322,12127,0
1,1,7,11,28.1,37.4,22.5,12.1,608775,355843,158817,22680,1043,135094,94115,21531,28274,16527,7376,1053,48,6274,4371,370634,249149,63840,45547,18293,57645,15208,42437,10716,8584,2132,423,1709,34587,29025,24831,1
1,1,8,6,30.3,37.8,22.1,9.8,512518,298747,145421,17476,1083,126862,68350,20128,25463,14842,7225,868,54,6303,3396,189724,117030,31602,22857,8745,41092,11361,29731,6283,4515,1768,388,1380,30196,25920,21544,0
1,1,6,4,37.4,34.3,20.1,8.3,628939,379238,171368,14843,1354,155171,78333,24796,25365,15294,6911,599,55,6258,3159,402810,263040,68187,47448,20739,71583,9545,62038,13364,9927,3437,507,2930,30141,26497,21173,0
1,1,7,11,32.1,34.4,21.7,11.8,579761,360871,148473,20306,1472,126695,70417,23602,24564,15290,6291,860,62,5368,2984,429697,321194,75660,51937,23723,32843,5632,27211,12068,9585,2483,391,2092,35606,33510,13007,0
1,1,8,4,36.8,32.9,22.3,8,733585,436047,202764,17313,1527,183924,94774,30779,23834,14167,6588,562,50,5976,3079,504315,356747,91937,64070,27867,55631,6136,49495,15498,12739,2759,623,2136,32541,28004,23172,1
1,1,7,11,29.2,37.7,21.1,12.1,665489,380146,181965,26267,1664,154034,103378,26755,24873,14208,6801,982,62,5757,3864,415622,293433,74438,53030,21408,47751,7302,40449,13375,10269,3106,253,2853,31075,28575,14178,0
1,1,6,3,29.6,32,26.5,11.9,2226965,1435989,496569,38410,3539,454620,294407,79044,28174,18167,6282,486,45,5751,3725,1329599,892901,215889,150210,65679,220809,69027,151782,40422,30154,10268,1952,8316,32893,29611,18252,11
1,1,3,2,26.7,33.9,25.3,14.1,1534962,936708,382510,30695,4223,347592,215744,54413,28209,17215,7030,564,78,6388,3965,1190020,838643,210393,147041,63352,140984,2706,138278,29442,24183,5259,561,4698,40419,34679,29433,3
1,1,3,2,23.6,34.1,23.8,18.5,2564186,1552471,550420,41681,5246,503493,461295,90294,28398,17194,6096,462,58,5576,5109,1364699,909709,227699,159613,68086,227291,32442,194849,44158,34675,9483,1332,8151,30905,26235,23905,5
1,1,4,5,18,29.6,29.3,23.1,5847880,3548105,928616,58233,6570,863813,1371159,168121,34784,21104,5523,346,39,5138,8156,2905157,1914891,426787,285847,140940,563479,3095,560384,87768,64775,22993,870,22123,33100,29562,25330,7
1,1,3,2,21.2,28.4,26.4,24,5545149,3534160,965370,99874,7493,858003,1045619,181383,30571,19485,5322,551,41,4730,5765,4423397,3291893,815874,584024,231850,315630,2852,312778,108650,93227,15423,461,14962,40712,35311,20905,8
1,1,2,2,23.3,31.9,26.2,18.6,11995713,7736996,2383796,312412,19715,2051669,1874921,402916,29772,19203,5916,775,49,5092,4653,9401702,6766584,1513634,1031635,481999,1121484,19607,1101877,226409,188454,37955,645,37310,41525,35906,29533,29
1,1,1,1,19.1,27.9,28.4,24.6,26372533,16530789,3784677,416551,34262,3333864,6057067,655893,40209,25203,5770,635,52,5083,9235,23304336,17013480,3664042,2455682,1208360,2626814,-4361,2631175,466897,400705,66192,372,65820,49913,42459,39975,46
1,1,6,7,31.7,36.4,19.5,12.4,324032,166091,63783,6607,317,56859,94158,11308,28655,14688,5641,584,28,5028,8327,167609,105607,27971,20588,7383,34031,0,34031,5438,3639,1799,0,1799,30822,29021,18917,0
1,1,6,6,27.4,37.1,25.3,10.1,382188,213644,91112,7844,556,82712,77432,15856,24104,13474,5746,495,35,5216,4883,210661,141911,41534,31539,9995,27216,0,27216,6053,4524,1529,0,1529,34803,31368,17800,0
1,1,6,6,24,32.3,27.4,16.2,1833986,1094964,270448,22619,1392,246437,468574,51145,35859,21409,5288,442,27,4818,9162,1061495,693035,151364,102090,49274,217096,779,216317,29952,21952,8000,567,7433,35440,31570,29102,13
1,1,4,3,15.1,28.9,30.5,25.5,4710299,1883593,354146,25705,2713,325728,2472560,73793,63831,25525,4799,348,37,4414,33507,2098447,1501251,332086,225429,106657,265110,0,265110,54626,40241,14385,0,14385,38415,37307,18430,10
1,1,2,2,14.6,29.2,33.4,22.9,4828941,3181653,689245,57542,4660,627043,958043,142983,33773,22252,4820,402,33,4385,6700,1930943,1303843,318522,221927,96595,308578,13367,295211,52764,36956,15808,453,15355,36596,35281,19226,17
1,1,3,2,12,27.1,36.6,24.2,7250159,4329582,944539,72063,5611,866865,1976038,184071,39388,23521,5131,391,30,4709,10735,5562782,4017815,1078792,767884,310908,466175,2145,464030,125289,104985,20304,434,19870,44400,38270,23353,19
1,1,3,2,19,30.6,32.7,17.7,5706667,3553607,961382,89690,8207,863485,1191678,165644,34451,21453,5804,541,50,5213,7194,4118033,2947041,725899,508714,217185,445093,59,445034,100143,83013,17130,101,17029,41122,35501,26134,26
1,1,2,2,17.9,28.3,32.7,21,9530430,5722396,1740643,195026,9374,1536243,2067391,300395,31726,19050,5795,649,31,5114,6882,7384481,5471492,1377329,969025,408304,535660,7393,528267,176678,150413,26265,567,25698,41796,36376,20557,11
1,1,2,2,18.2,26.2,27.6,27.9,20829534,7862361,1733567,97975,11593,1623999,11233606,312621,66629,25150,5545,313,37,5195,35934,8558763,5961974,1136877,721707,415170,1459912,81165,1378747,190179,147122,43057,205,42852,45004,40524,32175,69
1,1,1,1,18,28.4,29.1,24.5,70220027,44829490,9031731,847339,92441,8091951,16358806,1739348,40371,25774,5193,487,53,4652,9405,46517171,34758148,7132780,4686075,2446705,4626243,4346,4621897,1024720,817900,206820,312,206508,45395,42497,22381,329
1,1,1,1,32.1,22.3,23.9,21.7,89171620,53639962,14735037,2078620,125870,12530547,20796621,2405911,37064,22295,6125,864,52,5208,8644,67660193,48687033,10270843,6875574,3395269,8702317,52961,8649356,1420814,1106519,314295,1581,312714,47621,44000,27659,209
1,1,9,10,36.8,31.5,16.9,14.8,149365,73955,43611,7459,561,35591,31799,5719,26117,12931,7626,1304,98,6223,5560,81946,49768,14891,11864,3027,17287,12605,4682,2464,1883,581,180,401,33257,26430,11676,0
1,1,8,7,34.6,38.6,18,8.8,256038,154595,77588,7757,582,69249,23855,10224,25043,15121,7589,759,57,6773,2333,104263,70612,20679,16241,4438,12972,3611,9361,3799,2752,1047,229,818,27445,25658,11444,0
1,1,6,7,32.6,41.8,16.9,8.7,195828,108807,65590,9255,616,55719,21431,9281,21100,11724,7067,997,66,6004,2309,97626,64169,17388,13264,4124,16069,7365,8704,3144,2341,803,186,617,31052,27411,14107,1
1,1,6,6,31.5,38.5,18.8,11.2,339569,206358,94446,7514,654,86278,38765,14519,23388,14213,6505,518,45,5942,2670,174559,114824,34483,27807,6676,25252,4049,21203,5422,4195,1227,132,1095,32195,27372,19363,0
1,1,9,10,38.6,36.7,15.3,9.4,248636,144035,77606,10071,725,66810,26995,10423,23855,13819,7446,966,70,6410,2590,130215,63070,19374,15470,3904,47771,22212,25559,4037,2755,1282,371,911,32255,22893,28056,0
1,1,2,2,46.7,24,18.7,10.6,376637,245051,61314,6036,781,54497,70272,15736,23935,15573,3896,384,50,3463,4466,320006,234569,71908,60297,11611,13529,1216,12313,6757,5582,1175,129,1046,47359,42022,11772,1
1,1,7,9,42.1,31.2,14.3,12.3,174695,85072,63469,12519,800,50150,26154,8188,21335,10390,7751,1529,98,6125,3194,93375,61518,18421,14960,3461,13436,8831,4605,2955,2405,550,177,373,31599,25579,12346,0
