Year since Katrina,Affected by Katrina,Rural-urban Continuum Code ,Urban Influence Code,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher,Personal income (thousands of dollars), Net earnings by place of residence, Personal current transfer receipts,  Income maintenance benefits,  Unemployment insurance compensation,  Retirement and other," Dividends, interest, and rent", Population (persons), Per capita personal income, Per capita net earnings, Per capita personal current transfer receipts,  Per capita income maintenance benefits,  Per capita unemployment insurance compensation,  Per capita retirement and other," Per capita dividends, interest, and rent", Earnings by place of work,  Wages and salaries,  Supplements to wages and salaries,   Employer contributions for employee pension and insurance funds,   Employer contributions for government social insurance,  Proprietors' income,   Farm proprietors' income,   Nonfarm proprietors' income,Total employment (number of jobs), Wage and salary employment, Proprietors employment,  Farm proprietors employment,  Nonfarm proprietors employment,Average earnings per job (dollars), Average wages and salaries, Average nonfarm proprietors' income,Patent Grants
2,0,3,2,16.2,49.9,20,13.9,4100209,2485148,996104,81621,30260,884223,618957,127048,32273,19561,7840,642,238,6960,4872,3035213,2103633,646237,467520,178717,285343,27648,257695,76076,65156,10920,473,10447,39897,32286,24667,7
4,0,4,5,25.5,34.6,26.3,13.6,2713767,1135489,987528,69846,22738,894944,590750,98956,27424,11475,9979,706,230,9044,5970,1241571,891534,226139,160721,65418,123898,42880,81018,37758,29683,8075,667,7408,32882,30035,10937,5
9,0,8,7,14,35.9,38,12.1,186061,84118,67506,9212,835,57459,34437,5502,33817,15289,12269,1674,152,10443,6259,99806,64618,20438,15633,4805,14750,4518,10232,2767,2057,710,269,441,36070,31414,23202,0
7,0,4,5,13,34.3,31.6,21.1,1718914,1103284,303234,33695,8656,260883,312396,42860,40105,25742,7075,786,202,6087,7289,1349920,983015,242009,156798,85211,124896,33864,91032,26670,22676,3994,615,3379,50616,43350,26941,7
10,0,6,3,19.5,31.2,32.2,17.2,1175964,783134,218217,20089,2672,195456,174613,28145,41782,27825,7753,714,95,6945,6204,828634,519829,122606,82679,39927,186199,88060,98139,16739,12614,4125,668,3457,49503,41210,28388,1
8,0,6,6,20.8,33,31.7,14.5,1062272,575116,354620,45799,6792,302029,132536,34704,30609,16572,10218,1320,196,8703,3819,682337,430638,116302,83038,33264,135397,101300,34097,15837,12933,2904,398,2506,43085,33298,13606,1
0,0,9,9,27.8,39,22.7,10.5,225261,115382,79319,6674,1014,71631,30560,12127,18575,9514,6541,550,84,5907,2520,84951,45391,13577,10072,3505,25983,10881,15102,3901,2123,1778,679,1099,21777,21381,13742,0
9,0,3,2,9.3,30.4,28.8,31.4,7788353,4601890,1737807,151123,21373,1565311,1448656,180763,43086,25458,9614,836,118,8659,8014,3945090,2481192,886121,673396,212725,577777,5555,572222,88659,62507,26152,394,25758,44497,39695,22215,82
0,0,7,8,16,49.7,21.6,12.7,1215982,856266,188511,11068,3099,174344,171205,40967,29682,20901,4602,270,76,4256,4179,782685,533455,141535,100998,40537,107695,10622,97073,23191,18052,5139,1150,3989,33750,29551,24335,9
4,0,9,8,37.5,31.4,20.2,10.8,595534,292899,218897,28088,5238,185571,83738,22102,26945,13252,9904,1271,237,8396,3789,253114,176045,48281,33980,14301,28788,12359,16429,7628,5798,1830,274,1556,33182,30363,10558,0
1,0,6,6,19.5,45.6,23.3,11.6,417288,253904,105884,6864,1999,97021,57500,17376,24015,14612,6094,395,115,5584,3309,150061,92271,27717,20688,7029,30073,2752,27321,5548,3684,1864,398,1466,27048,25046,18636,1
1,0,7,9,36.4,40.1,15.2,8.3,267777,139514,88299,11305,1007,75987,39964,15401,17387,9059,5733,734,65,4934,2595,164803,116720,33025,24812,8213,15058,5784,9274,6082,4990,1092,266,826,27097,23391,11228,0
0,0,7,9,16.5,35.1,33.3,15,43308,261943,100860,8205,1624,91031,61823,16591,25594,15788,6079,495,98,5487,3726,319114,214842,55848,38223,17625,48424,15393,33031,10510,8037,2473,678,1795,30363,26732,18402,2
7,0,7,11,7.4,36,36.8,19.8,384132,254172,65931,3339,1101,61491,64029,9229,41622,27541,7144,362,119,6663,6938,237757,159832,43523,27101,16422,34402,7053,27349,5540,4148,1392,357,1035,42916,38532,26424,0
3,0,3,2,34.2,25.7,28.2,11.8,5041311,3109067,1118968,143847,45695,929426,813276,191202,26366,16261,5852,752,239,4861,4253,3485709,2402512,665730,465145,200585,417467,81670,335797,83665,71379,12286,382,11904,41663,33659,28209,3
10,0,2,2,16.2,33,31.9,18.9,10698531,6703691,2426562,245212,36655,2144695,1568278,254889,41973,26300,9520,962,144,8414,6153,9903337,7119831,1812395,1319115,493280,971111,-4076,975187,159031,130622,28409,659,27750,62273,54507,35142,15
2,0,3,2,20,32.5,23,24.5,836997,544300,116847,7634,972,108241,175850,25134,33301,21656,4649,304,39,4307,6996,236849,149101,37413,26730,10683,50335,-2585,52920,7598,4555,3043,286,2757,31173,32733,19195,1
9,0,6,4,13.3,42.2,32.5,12,463795,272493,120785,12580,1919,106286,70517,13407,34593,20325,9009,938,143,7928,5260,185595,91797,30247,23876,6371,63551,33157,30394,4613,2787,1826,562,1264,40233,32938,24046,1
5,0,7,10,37,33.2,20.3,9.5,41589,212305,845,8528,7805,45458,24340,21661,23709,9801,11546,2345,336,8865,2362,221144,145003,48083,37049,11034,28058,-1478,29536,5415,4364,1051,250,801,40839,33227,36874,0
1,0,2,2,19.6,32.8,27.3,20.3,8992758,4581834,816829,63434,13160,740235,3594095,195569,45983,23428,4177,324,67,3785,18378,5236709,3975420,833040,541317,291723,428249,33408,394841,121766,100299,21467,1866,19601,43006,39636,20144,11
6,0,6,6,9.2,39.4,34.1,17.3,614036,357476,144599,11230,5195,128174,111961,14461,42462,24720,9999,777,359,8863,7742,354073,161971,49822,36326,13496,142280,92805,49475,7983,5262,2721,729,1992,44353,30781,24837,1
10,0,9,8,7.5,32.2,31.7,28.6,666895,303567,186991,11532,2029,173430,176337,17391,38347,17455,10752,663,117,9972,10140,220944,140753,39002,27164,11838,41189,938,40251,7068,4359,2709,147,2562,31260,32290,15711,1
3,0,2,2,11.9,31.3,38.6,18.3,3363923,2324784,604098,46166,14471,543461,435041,84079,40009,27650,7185,549,172,6464,5174,1189647,748115,216199,158553,57646,225333,-1737,227070,31209,20217,10992,240,10752,38119,37004,21119,0
5,0,9,10,20.6,38.8,33.4,7.2,128648,59659,39244,5039,2460,31745,29745,5813,22131,10263,6751,867,423,5461,5117,74095,62053,18808,13795,5013,-6766,-17138,10372,3134,2166,968,128,840,23642,28649,12348,1
10,0,3,2,13.9,43.7,31.3,11.1,309522,200250,76929,6330,1051,69548,32343,8645,35804,23164,8899,732,122,8045,3741,396204,305809,66818,43922,22896,23577,2416,21161,5646,4531,1115,316,799,70174,67493,26484,0
7,0,1,1,13.3,39.5,29.1,18.1,2357729,1612646,486590,56120,9515,420955,258493,66728,35333,24167,7292,841,143,6309,3874,1193349,712447,210645,155374,55271,270257,24266,245991,29827,21053,8774,1068,7706,40009,33841,31922,4
1,0,4,5,25.2,36.1,23.9,14.8,1554762,983609,385270,31294,4103,349873,185883,53821,28888,18276,7158,581,76,6501,3454,1130119,855149,177261,118267,58994,97709,-3265,100974,24495,19634,4861,555,4306,46137,43554,23450,2
1,0,6,6,19.3,43.5,22.7,14.6,1493625,903067,328710,20859,8509,299342,261848,52031,28706,17356,6318,401,164,5753,5033,819572,495423,160234,118845,41389,163915,6434,157481,23277,16898,6379,520,5859,35210,29318,26878,6
0,0,1,1,29.6,36,24.8,9.6,1331674,921153,260864,22715,2347,235802,149657,54624,24379,16864,4776,416,43,4317,2740,446783,258836,68489,48965,19524,119458,33475,85983,15068,10120,4948,1122,3826,29651,25577,22473,0
2,0,7,11,16.3,39.8,27.9,16,762436,470320,132559,7699,1310,123550,159557,20869,36534,22537,6352,369,63,5920,7646,566412,374154,91560,64067,27493,100698,36696,64002,16676,12682,3994,799,3195,33966,29503,20032,0
1,0,1,1,28.7,37,23,11.3,435495,279340,99077,10573,1158,87346,57078,17115,25445,16321,5789,618,68,5103,3335,176533,116637,31644,23614,8030,28252,6765,21487,5602,3932,1670,226,1444,31512,29664,14880,0
9,0,7,9,7.1,31.3,41.1,20.5,679503,376556,116602,5802,2021,108779,186345,18567,36597,20281,6280,312,109,5859,10036,401725,271364,85745,59491,26254,44616,4184,40432,9874,6207,3667,547,3120,40685,43719,12959,6
4,0,1,1,29.6,36,24.8,9.6,1570082,992993,377714,36568,9934,331212,199375,57341,27381,17317,6587,638,173,5776,3477,462511,292901,78746,56706,22040,90864,16589,74275,15000,10038,4962,1200,3762,30834,29179,19743,1
1,0,8,7,25.5,42.2,21.3,11,213001,130810,52314,3755,633,47926,29877,9235,23065,14165,5665,407,69,5190,3235,62969,40259,12404,9446,2958,10306,-950,11256,3319,1639,1680,811,869,18972,24563,12953,1
9,0,9,8,25.6,41.8,25.1,7.6,122139,68370,36121,4339,264,31518,17648,4120,29645,16595,8767,1053,64,7650,4283,64539,35540,11309,8373,2936,17690,11763,5927,1790,1278,512,62,450,36055,27809,13171,0
1,0,7,9,26.8,34.8,26.3,12.1,32396,320736,181148,22700,1297,157151,103433,24997,24216,12831,7247,908,52,6287,4138,345577,231333,62192,43168,19024,52052,-781,52833,11448,8125,3323,1035,2288,30187,28472,23091,0
8,0,7,11,7.8,34.9,38.1,19.2,658146,417455,112567,8821,2603,101143,128124,15497,42469,26938,7264,569,168,6527,8268,495103,314592,89095,61383,27712,91416,65476,25940,11617,8584,3033,866,2167,42619,36649,11970,11
8,0,2,2,19.8,34.8,30.7,14.6,1940492,1030790,655826,70851,7203,577772,253876,66199,29313,15571,9907,1070,109,8728,3835,1071207,790181,204525,141355,63170,76501,6166,70335,25384,20919,4465,712,3753,42200,37773,18741,3
3,0,1,1,5.1,17.5,29.6,47.7,31512593,21949929,2386823,117570,75380,2193873,7175841,532175,59215,41246,4485,221,142,4122,13484,22624719,16237747,3193350,2009670,1183680,3193622,2443,3191179,418089,338095,79994,496,79498,54115,48027,40142,263
9,0,3,2,13,28.8,36.7,21.6,2274840,1274694,495862,36416,8276,451170,504284,54155,42006,23538,9156,672,153,8331,9312,2011622,1293540,462111,384825,77286,255971,3626,252345,37575,28678,8897,16,8881,53536,45106,28414,11
8,0,3,2,16.1,31.2,33,19.8,2238983,1416092,393463,45101,4538,343824,429428,60613,36939,23363,6491,744,75,5672,7085,1886907,1343868,339550,238907,100643,203489,75890,127599,44038,37047,6991,459,6532,42847,36275,19534,4
4,0,6,4,21.2,35.9,21.2,21.7,918543,463276,191248,12150,7236,171862,264019,20132,45626,23012,9500,604,359,8537,13114,512651,316219,83690,58996,24694,112742,18137,94605,12829,8875,3954,288,3666,39960,35630,25806,0
2,0,7,9,35.2,39,17.8,7.9,651125,368460,186570,19066,1919,165585,96095,25250,25787,14592,7389,755,76,6558,3806,337839,211540,58951,43494,15457,67348,-8310,75658,11330,7459,3871,953,2918,29818,28360,25928,2
1,0,6,5,15.9,39,29.4,15.7,1075503,724303,194537,14929,4769,174839,156663,35183,30569,20587,5529,424,136,4969,4453,645467,452007,125744,92764,32980,67716,1210,66506,17671,13545,4126,932,3194,36527,33371,20822,17
0,0,7,11,15.5,41.2,28.9,14.5,325716,201264,66035,4644,576,60815,58417,10839,30050,18569,6092,428,53,5611,5390,218710,109817,29634,21530,8104,79259,56463,22796,7186,4559,2627,992,1635,30436,24088,13943,1
8,0,6,6,13.1,39.6,29.7,17.5,576389,362965,113202,9501,2569,101132,100222,14051,41021,25832,8057,676,183,7197,7133,331111,164945,48740,35489,13251,117426,60620,56806,8291,5447,2844,862,1982,39936,30282,28661,1
0,0,2,2,14.9,26.5,31.6,26.9,23577860,16155353,2718759,285168,27377,2406214,4703748,568199,41496,28433,4785,502,48,4235,8278,21254750,13147756,3061286,1984187,1077099,5045708,2246,5043462,425334,352990,72344,1021,71323,49972,37247,70713,47
5,0,2,2,25.8,26.5,31.4,16.3,2424914,1631435,507515,100192,29297,378026,285964,79093,30659,20627,6417,1267,370,4780,3616,1578527,1032857,302283,191608,110675,243387,79450,163937,35773,29482,6291,692,5599,44126,35033,29280,8
9,0,6,6,15.4,37.2,30.9,16.5,1224094,588373,394985,38247,2918,353820,240736,41678,29370,14117,9477,918,70,8489,5776,484782,287089,78380,54349,24031,119313,45758,73555,15084,9480,5604,1222,4382,32139,30284,16786,7
8,0,7,11,19.8,44.7,22.9,12.6,663806,408143,185082,51841,9197,124044,70581,17847,37194,22869,10370,2905,515,6950,3955,451580,300884,127466,105972,21494,23230,0,23230,8732,7240,1492,0,1492,51716,41559,15570,0
7,0,3,2,11.2,29,38,21.7,5085250,2786157,1428301,171229,46569,1210503,870792,160735,31637,17334,8886,1065,290,7531,5418,3120884,2337140,542177,361783,180394,241567,-743,242310,75114,60584,14530,799,13731,41549,38577,17647,13
1,0,6,3,28.6,42.5,20,8.8,612400,408522,141026,15247,3351,122428,62852,23982,25536,17035,5880,636,140,5105,2621,310861,221892,62353,45230,17123,26616,1437,25179,10156,7831,2325,329,1996,30609,28335,12615,5
1,0,6,4,20.2,45.1,24.4,10.3,391468,245313,79634,5747,1446,72441,66521,13713,28547,17889,5807,419,105,5283,4851,235862,158164,41649,30223,11426,36049,15373,20676,6707,4894,1813,447,1366,35167,32318,15136,0
2,0,3,2,17.8,29.3,29.2,23.8,2966178,1691522,447292,42408,4521,400363,827364,76513,38767,22108,5846,554,59,5233,10813,2113413,1489491,348099,249520,98579,275823,-482,276305,51329,41973,9356,33,9323,41174,35487,29637,1
6,0,1,1,15.8,30,33.1,21,1750965,1102681,427304,48306,27257,351741,220980,60964,28721,18087,7009,792,447,5770,3625,646568,443373,114008,79333,34675,89187,10155,79032,18356,12523,5833,478,5355,35224,35405,14759,4
2,0,7,9,13,39.5,31,16.5,312409,195071,55767,3585,498,51684,61571,8527,36638,22877,6540,420,58,6061,7221,136629,88194,23741,16881,6860,24694,9461,15233,5213,3714,1499,490,1009,26209,23746,15097,0
1,0,7,12,9.6,23.2,28.8,38.4,927101,557879,88514,7651,3380,77483,280708,15768,58796,35380,5614,485,214,4914,17802,619749,310461,70452,46781,23671,238836,-548,239384,14099,8099,6000,52,5948,43957,38333,40246,2
2,0,7,9,30.9,30.4,25.3,13.3,266998,150651,87721,7642,537,79542,28626,10779,24770,13976,8138,709,50,7379,2656,141995,91806,25629,18490,7139,24560,1142,23418,4972,3296,1676,657,1019,28559,27854,22981,0
8,0,3,2,10.9,35.4,32,21.6,3646860,2188668,859035,87605,15704,755726,599157,98289,37103,22268,8740,891,160,7689,6096,2489347,1723883,444525,311476,133049,320939,101481,219458,57300,47355,9945,748,9197,43444,36403,23862,11
9,0,6,6,25.8,40.1,24.7,9.4,258287,125155,93570,15930,570,77070,39562,9701,26625,12901,9645,1642,59,7945,4078,163694,115808,35473,26561,8912,12413,5260,7153,3926,2996,930,120,810,41695,38654,8831,0
7,0,6,4,17.6,41.3,25.7,15.4,564918,339224,145288,17284,4267,123737,80406,18600,30372,18238,7811,929,229,6653,4323,278002,184003,54733,40395,14338,39266,-2287,41553,7739,5366,2373,956,1417,35922,34291,29325,0
9,0,6,3,21.3,39.4,29.8,9.5,685086,341269,256080,43814,2699,209567,87737,27078,25300,12603,9457,1618,100,7739,3240,437272,293228,83175,58622,24553,60869,10574,50295,11439,8640,2799,281,2518,38226,33938,19974,8
2,0,6,6,39.7,34.5,16.9,8.9,833520,460796,261855,32943,1913,226999,110869,31729,26270,14523,8253,1038,60,7154,3494,428271,279484,79449,58941,20508,69338,-8310,77648,14563,10417,4146,998,3148,29408,26830,24666,0
4,0,5,8,12.6,30.6,34.3,22.4,2972928,1642676,601996,44990,47577,509429,728256,90910,32702,18069,6622,495,523,5604,8011,1891043,1303588,317826,190139,127687,269629,-213,269842,57763,39679,18084,953,17131,32738,32853,15752,13
0,0,7,9,28.8,44.4,16.9,9.9,491369,331416,99705,7046,1176,91483,60248,18602,26415,17816,5360,379,63,4918,3239,383310,274193,70807,50753,20054,38310,3714,34596,12168,9581,2587,856,1731,31501,28618,19986,1
1,0,8,7,20.9,37,30.2,12,290678,179488,66176,3512,2077,60587,45014,9802,29655,18311,6751,358,212,6181,4592,128184,74809,20766,14518,6248,32609,17586,15023,4983,2703,2280,1179,1101,25724,27676,13645,1
9,0,9,10,19.2,48,22.9,9.9,161635,77957,62335,5248,398,56689,21343,5653,28593,13790,11027,928,70,10028,3776,56633,30738,11243,8927,2316,14652,602,14050,1572,946,626,221,405,36026,32493,34691,1
9,0,1,1,17.4,28.3,31.2,23.1,17657959,12642641,2834866,325467,51414,2457985,2180452,479488,36827,26367,5912,679,107,5126,4547,13286013,9704334,2141490,1437828,703662,1440189,16850,1423339,242258,196351,45907,726,45181,54842,49423,31503,129
7,0,3,2,10.3,21.3,32.9,35.4,5005591,3043389,920535,104192,22500,793843,1041667,136002,36805,22378,6769,766,165,5837,7659,3257349,2342240,652083,476882,175201,263026,-808,263834,78072,61730,16342,2239,14103,41722,37943,18708,63
1,0,7,11,21.4,21.1,29.8,27.7,279991,179348,46629,4180,413,42036,54014,8790,31853,20404,5305,476,47,4782,6145,200555,140609,33918,24761,9157,26028,1622,24406,5976,4507,1469,121,1348,33560,31198,18105,1
10,0,6,5,21.4,43.3,26.7,8.7,1128159,520105,477429,44772,6015,426642,130625,34419,32777,15111,13871,1301,175,12396,3795,586360,448307,112321,76549,35772,25732,-4,25736,12549,10971,1578,10,1568,46726,40863,16413,0
4,0,6,6,15.4,39.1,26.5,19,368962,228123,81462,7403,3007,71052,59377,9972,37000,22876,8169,742,302,7125,5954,285375,184495,44369,30482,13887,56511,32860,23651,7327,5656,1671,474,1197,38948,32619,19759,0
3,0,7,11,13.4,35.9,35.7,15,202222,117337,47955,3232,256,44467,36930,6017,33608,19501,7970,537,43,7390,6138,133085,80040,20886,14785,6101,32159,21013,11146,4065,2895,1170,326,844,32739,27648,13206,0
4,0,9,10,26.7,36.5,25.1,11.7,321738,136408,136389,9201,5173,122015,48941,13679,23521,9972,9971,673,378,8920,3578,125028,83854,22564,15797,6767,18610,382,18228,5468,3255,2213,587,1626,22865,25762,11210,2
7,0,3,2,18.6,35.5,28,17.8,2091650,1207125,612756,90069,14408,508279,271769,68150,30692,17713,8991,1322,211,7458,3988,1158638,861479,207211,141831,65380,89948,8911,81037,25975,20480,5495,316,5179,44606,42064,15647,6
9,0,7,9,17.3,44.8,25.5,12.3,779438,413534,261234,28525,1256,231453,104670,26229,29717,15766,9960,1088,48,8824,3991,394874,236534,65344,47995,17349,92996,-2212,95208,10822,7273,3549,840,2709,36488,32522,35145,3
3,0,2,2,7.7,21.3,31.5,39.5,11086749,7325560,1323058,82987,28781,1211290,2438131,291650,38014,25118,4536,285,99,4153,8360,7530263,5712122,1225752,821012,404740,592389,-1292,593681,192586,142129,50457,1505,48952,39101,40190,12128,315
3,0,7,11,20.7,43,23.7,12.6,334898,203582,63881,4041,1788,58052,67435,9625,34795,21151,6637,420,186,6031,7006,222108,130692,41123,31054,10069,50293,25444,24849,6755,4555,2200,729,1471,32881,28692,16893,1
7,0,9,12,15.4,36.2,33.8,14.6,212307,129683,49413,12493,965,35955,33211,5531,38385,23447,8934,2259,174,6501,6005,146320,75533,23395,17624,5771,47392,16133,31259,3128,2405,723,293,430,46777,31407,72695,0
2,0,1,1,32.2,34.7,20.6,12.5,1703942,1057320,391723,54002,4824,332897,254899,62682,27184,16868,6249,862,77,5311,4067,1073556,804248,199344,146054,53290,69964,-1122,71086,32281,25325,6956,303,6653,33257,31757,10685,6
2,0,6,4,27,35.4,26.3,11.3,631489,374608,154256,8912,932,144412,102625,19822,31858,18899,7782,450,47,7285,5177,264451,153384,37474,27460,10014,73593,-585,74178,10318,5396,4922,1380,3542,25630,28426,20942,1
0,0,5,8,12.3,31,24,32.7,3466449,2330096,442989,25161,4382,413446,693364,86287,40173,27004,5134,292,51,4792,8036,3222225,2176901,483269,325733,157536,562055,9863,552192,68994,55473,13521,443,13078,46703,39243,42223,27
0,0,3,2,19.3,37.6,26.1,17,2765320,1803488,532610,51607,9643,471360,429222,93150,29687,19361,5718,554,104,5060,4608,2000680,1373091,382477,279238,103239,245112,42659,202453,54591,45573,9018,900,8118,36649,30129,24939,7
8,0,8,7,9.3,36.8,35.7,18.3,153695,102816,28563,1621,269,26673,22316,3559,43185,28889,8026,455,76,7495,6270,98414,40988,10853,7847,3006,46573,38575,7998,1948,1191,757,308,449,50521,34415,17813,0
7,0,7,8,32.8,35.9,22,9.3,727838,309951,326958,52957,7550,266451,90929,28295,25723,10954,11555,1872,267,9417,3214,421797,294676,91228,68289,22939,35893,-461,36354,11283,9509,1774,74,1700,37383,30989,21385,0
4,0,4,5,25.9,39.9,24.1,10.1,2222719,1155339,787578,107798,32317,647463,279802,79241,28050,14580,9939,1360,408,8171,3531,1196962,852073,253629,186282,67347,91260,300,90960,32852,25561,7291,655,6636,36435,33335,13707,2
3,0,9,10,20,38.3,26.3,15.4,201459,105923,43105,2805,324,39976,52431,5638,35732,18787,7645,498,57,7090,9300,106493,56202,14784,10450,4334,35507,27194,8313,3602,2239,1363,583,780,29565,25101,10658,0
6,0,4,5,18.7,36.6,30.5,14.2,1274519,614239,475108,98464,11534,365110,185172,43256,29465,14200,10984,2276,267,8441,4281,696038,478786,131017,92054,38963,86235,14244,71991,18591,14758,3833,460,3373,37440,32442,21343,0
3,0,8,7,30.8,36.7,24.2,8.3,595609,339703,174127,19535,4270,150322,81779,23912,24908,14206,7282,817,179,6286,3420,172030,106289,31639,23576,8063,34102,16321,17781,5475,3577,1898,480,1418,31421,29715,12539,0
4,0,6,5,25,33.8,25.2,16,1541567,808954,447457,44990,19940,382527,285156,47485,32464,17036,9423,947,420,8056,6005,831147,569513,158712,114208,44504,102922,27869,75053,22887,17353,5534,282,5252,36315,32819,14290,1
2,0,6,6,15.4,37,34,13.5,143689,86648,28576,1609,181,26786,28465,3809,37724,22748,7502,422,48,7032,7473,88407,45901,13562,10005,3557,28944,10134,18810,2487,1616,871,294,577,35548,28404,32600,0
10,0,1,1,10.9,31.7,35.2,22.1,1591121,1021433,293543,18397,4292,270854,276145,37654,42256,27127,7796,489,114,7193,7334,670135,430690,131881,100672,31209,107564,16656,90908,16967,12059,4908,745,4163,39496,35715,21837,1
3,0,6,6,21.5,49.5,19.2,9.9,657494,431237,146424,10668,4199,131557,79833,21467,30628,20088,6821,497,196,6128,3719,436585,267663,75846,55500,20346,93076,51425,41651,11574,8867,2707,768,1939,37721,30186,21481,0
8,0,2,2,6.4,31.8,38,23.9,1566623,924825,402788,36178,5960,360650,239010,43733,35822,21147,9210,827,136,8247,5465,1007624,698096,227516,164892,62624,82012,278,81734,21637,17675,3962,338,3624,46569,39496,22554,3
10,0,1,1,8.1,30.2,39.1,22.6,2056783,1479419,294509,36194,4084,254231,282855,62641,32834,23617,4702,578,65,4059,4515,909732,670686,172672,119919,52753,66374,21196,45178,21258,15946,5312,432,4880,42795,42060,9258,4
